id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
47767520,e05e8c6d-9a6d-45a2-944f-002c979c10cc,2009/12/25 11:29 AM SAST,2009-12-25,2009-12-25 10:29:00 UTC,Vienna,2839503,adamwelz,Adam Welz,2020-05-29 19:51:32 UTC,2025-06-20 15:31:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47767520,https://inaturalist-open-data.s3.amazonaws.com/photos/75771662/medium.jpg,,"Austria, Aves, EU, Europe, Mallard, Prater Park, Vienna, Wien, bird, birds, duck, male, record shot, winter",Prater Park. In eBird.,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
47782266,f1489a4e-a2a9-4b17-a30f-1685ee59527b,2020/05/28 13:04 UTC,2020-05-28,2020-05-28 13:04:00 UTC,UTC,1756341,katherine_jane,Katherine Wright,2020-05-29 22:27:27 UTC,2022-09-03 02:04:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47782266,https://inaturalist-open-data.s3.amazonaws.com/photos/75790420/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
48413384,73f9a097-cd4a-411f-a68f-e0715fcdbcf1,2020/05/02 9:52 AM CEST,2020-05-02,2020-05-02 07:52:00 UTC,Paris,1859910,frankielee91,"",2020-06-04 06:04:49 UTC,2023-04-03 08:23:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48413384,https://inaturalist-open-data.s3.amazonaws.com/photos/76818531/medium.jpeg,,"",,1,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
49628744,a6eb7348-f6be-4430-9500-189dcdbab160,Tue Jun 11 2019 15:00:04 GMT+0200 (GMT+2),2019-06-11,2019-06-11 13:00:04 UTC,Africa/Johannesburg,1433997,stefandominik,Stefan Dominik Brändel,2020-06-14 20:02:37 UTC,2025-08-14 06:52:34 UTC,research,,https://www.inaturalist.org/observations/49628744,https://static.inaturalist.org/photos/78785134/medium.jpg,,"",,2,0,false,3,Stockente,Anas platyrhynchos,Кряква,Aves,6930
49945577,d03d7d16-a834-40c6-9ffa-21114605ec3c,2020/03/08 5:15 PM AEDT,2020-03-08,2020-03-08 06:15:00 UTC,Sydney,793005,twan3253,Tim,2020-06-17 14:26:50 UTC,2025-06-20 15:35:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/49945577,https://inaturalist-open-data.s3.amazonaws.com/photos/79299345/medium.jpeg,,"","",4,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
50254447,f5cd09ea-b88b-474f-994f-c8b803ffd5ee,2020-04-26 10:43:27 AM GMT+02:00,2020-04-26,2020-04-26 08:43:27 UTC,Pretoria,3209123,christofhuber,christof huber,2020-06-20 12:20:22 UTC,2025-06-20 15:41:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50254447,https://static.inaturalist.org/photos/79803494/medium.jpeg,,"",,3,0,false,2,Stockente,Anas platyrhynchos,Кряква,Aves,6930
50283657,f2a34c24-0298-4eaa-b4a9-5653af726902,Sat Jun 20 2020 14:56:12 GMT+0100 (GMT+1),2020-06-20,2020-06-20 12:56:12 UTC,Amsterdam,3211307,lornajgreen,,2020-06-20 16:15:49 UTC,2022-08-16 16:27:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50283657,https://inaturalist-open-data.s3.amazonaws.com/photos/79845516/medium.jpg,,"",,4,0,false,3,Canard colvert,Anas platyrhynchos,Кряква,Aves,6930
50295731,8ddd74cd-0b79-4a5b-b954-a15fb340c6c3,2020/03/13 1:59 PM AEDT,2020-03-13,2020-03-13 02:59:00 UTC,Sydney,793005,twan3253,Tim,2020-06-20 17:40:26 UTC,2025-06-20 15:40:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/50295731,https://inaturalist-open-data.s3.amazonaws.com/photos/79859120/medium.jpeg,,"","",2,0,false,,Stockente,Anas platyrhynchos,Кряква,Aves,6930
50402545,4bce8764-5f05-44e0-9bb8-f0f952032515,2020/03/13 5:11 PM AEDT,2020-03-13,2020-03-13 06:11:00 UTC,Sydney,793005,twan3253,Tim,2020-06-21 12:55:07 UTC,2025-06-20 15:39:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/50402545,https://inaturalist-open-data.s3.amazonaws.com/photos/80029578/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
50435473,232959b3-249e-4ec6-852d-a410e73b71c7,2020/06/20 7:15 PM BST,2020-06-20,2020-06-20 18:15:00 UTC,London,1002688,kitbeard,"",2020-06-21 17:07:39 UTC,2022-04-06 12:02:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/50435473,https://inaturalist-open-data.s3.amazonaws.com/photos/80081150/medium.jpeg,,"","",3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
50538605,b60db9a8-6165-4e1d-854f-8f033bb2f645,2020/06/21 3:43 PM BST,2020-06-21,2020-06-21 14:43:00 UTC,London,1002688,kitbeard,"",2020-06-22 11:59:11 UTC,2022-04-06 12:02:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/50538605,https://inaturalist-open-data.s3.amazonaws.com/photos/80249460/medium.jpeg,,"",,3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
50746058,d949ee76-d581-4b38-b018-338ad31d36c4,2020/03/19 3:39 PM AEDT,2020-03-19,2020-03-19 04:39:00 UTC,Sydney,793005,twan3253,Tim,2020-06-24 05:34:58 UTC,2025-06-20 15:47:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/50746058,https://inaturalist-open-data.s3.amazonaws.com/photos/80597668/medium.jpeg,,"","",4,0,false,,Wilde Eend,Anas platyrhynchos,Кряква,Aves,6930
50879040,0d8d140f-82c6-4c4e-8d88-33757bdca990,2017-09-08 4:23:00 PM GMT+02:00,2017-09-08,2017-09-08 14:23:00 UTC,Africa/Johannesburg,3120162,ruggeridavide,RUGGERI DAVIDE,2020-06-25 13:12:56 UTC,2025-06-20 15:46:24 UTC,research,,https://www.inaturalist.org/observations/50879040,https://static.inaturalist.org/photos/80812719/medium.jpg,,"",,2,0,false,2,Canard colvert,Anas platyrhynchos,Кряква,Aves,6930
51359771,879c80b5-e8d7-4005-9134-253973a946bd,Mon Jun 29 2020 16:02:50 GMT+0200 (GMT+2),2020-06-29,2020-06-29 14:02:50 UTC,Africa/Johannesburg,1808957,nicolaslr,,2020-06-29 14:07:14 UTC,2020-06-29 15:48:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51359771,https://inaturalist-open-data.s3.amazonaws.com/photos/81592607/medium.jpg,,"",,1,0,false,3,Mallard,Anas platyrhynchos,Кряква,Aves,6930
51677672,1a4289c7-5e9c-44eb-969a-af0cf174b96e,2018-12-04 2:02:27 PM GMT+01:00,2018-12-04,2018-12-04 13:02:27 UTC,Amsterdam,3150278,ladovics,"",2020-07-02 11:06:02 UTC,2025-06-20 15:44:31 UTC,research,,https://www.inaturalist.org/observations/51677672,https://static.inaturalist.org/photos/82121904/medium.jpeg,,"",,2,0,false,2,Кряква,Anas platyrhynchos,Кряква,Aves,6930
53359764,1ce48cd2-b468-4d19-8048-948bc6ff9f15,2020/07/17 1:48 PM CEST,2020-07-17,2020-07-17 11:48:00 UTC,Warsaw,3049655,zuzannaz,Zuzanna Zaradzka,2020-07-17 13:21:31 UTC,2022-05-10 12:46:13 UTC,research,,https://www.inaturalist.org/observations/53359764,https://static.inaturalist.org/photos/84863810/medium.jpeg,,"",,1,0,false,,Krzyżówka,Anas platyrhynchos,Кряква,Aves,6930
53492584,1b7ebafd-e200-4b0c-9d86-0f27ad4685ed,2020/07/18 4:33 PM UTC,2020-07-18,,UTC,2613544,wolfschritt,Wolfgang Schrittwieser,2020-07-18 16:51:55 UTC,2025-06-20 15:43:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53492584,https://inaturalist-open-data.s3.amazonaws.com/photos/85081216/medium.jpg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
53542502,88334a8b-7dca-4ab0-8aeb-9d8770bdb96d,2020/07/17 3:23 PM UTC,2020-07-17,,UTC,1756341,katherine_jane,Katherine Wright,2020-07-19 00:22:12 UTC,2022-09-03 02:04:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53542502,https://inaturalist-open-data.s3.amazonaws.com/photos/85160751/medium.jpeg,,"",Intersex bird,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
53542514,94622297-91b3-46b0-86b6-16c16cbc811d,2020/07/17 3:26 PM UTC,2020-07-17,,UTC,1756341,katherine_jane,Katherine Wright,2020-07-19 00:22:18 UTC,2022-09-03 02:04:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53542514,https://inaturalist-open-data.s3.amazonaws.com/photos/85161037/medium.jpeg,,"",,2,0,false,,Sinisorsa,Anas platyrhynchos,Кряква,Aves,6930
53982863,5ee09b56-d17f-4240-8e73-409618aa013c,2020/07/22 12:28 PM CEST,2020-07-22,2020-07-22 10:28:00 UTC,Berlin,213733,inasiebert,Ina Siebert,2020-07-22 19:45:12 UTC,2020-07-22 20:57:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53982863,https://inaturalist-open-data.s3.amazonaws.com/photos/85870453/medium.jpg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
54033763,400292f4-5867-44d5-be8d-0daa5b545c25,2020-07-23T10:51:41+02:00,2020-07-23,2020-07-23 08:51:41 UTC,Paris,327694,taupo,Pierre Kerner,2020-07-23 08:51:48 UTC,2020-11-18 16:05:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54033763,https://inaturalist-open-data.s3.amazonaws.com/photos/85961639/medium.jpeg,,"","",1,0,false,333,Canard Colvert,Anas platyrhynchos,Кряква,Aves,6930
54653077,d02418ae-a0e4-494f-a6cb-c8b9517adf55,2020-07-28 2:26:35 PM GMT+02:00,2020-07-28,2020-07-28 10:26:35 UTC,Pretoria,1073255,crapfou,Crap Fou,2020-07-28 17:57:19 UTC,2025-06-02 09:08:57 UTC,research,,https://www.inaturalist.org/observations/54653077,https://static.inaturalist.org/photos/86974454/medium.jpeg,,"",,2,0,false,2,Canard colvert,Anas platyrhynchos,Кряква,Aves,6930
54692502,6bb787df-9456-49aa-a995-5b8de3e03e86,2020/07/26 2:38 PM UTC,2020-07-26,,UTC,1756341,katherine_jane,Katherine Wright,2020-07-29 01:02:15 UTC,2022-09-03 02:04:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54692502,https://inaturalist-open-data.s3.amazonaws.com/photos/87037042/medium.jpeg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
54870194,763de8e0-eb7c-41ff-8a41-6c1ac903cf23,2020/07/26 8:32 AM HST,2020-07-26,2020-07-26 18:32:00 UTC,Hawaii,1959201,merl,Kevin Merl,2020-07-30 19:44:34 UTC,2025-06-20 15:52:06 UTC,research,CC0,https://www.inaturalist.org/observations/54870194,https://inaturalist-open-data.s3.amazonaws.com/photos/87329536/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
54949533,df0f2ef3-7e2e-4669-87a5-113683eef3d9,2020/07/31 4:13 PM CEST,2020-07-31,2020-07-31 14:13:00 UTC,Vienna,3022719,danielahlavka,Daniela Hlavka,2020-07-31 17:42:42 UTC,2025-06-20 15:52:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54949533,https://static.inaturalist.org/photos/87464918/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
57047310,27b99191-0cda-4623-8a20-329f24adec57,2007/04/23 2:21 PM CEST,2007-04-23,2007-04-23 12:21:00 UTC,Paris,2533480,christoph_moning,Christoph Moning,2020-08-20 18:08:06 UTC,2025-06-20 15:49:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/57047310,https://inaturalist-open-data.s3.amazonaws.com/photos/90962402/medium.jpeg,,"",,2,0,false,,Sinisorsa,Anas platyrhynchos,Кряква,Aves,6930
58374488,120c2656-298b-4016-b7c6-4f36ed7bc054,2020/09/02 7:12 PM UTC,2020-09-02,,UTC,3333545,albissers_grund,"",2020-09-02 23:31:15 UTC,2020-09-03 19:27:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58374488,https://inaturalist-open-data.s3.amazonaws.com/photos/93191606/medium.jpg,,"",,2,0,false,,Sinisorsa,Anas platyrhynchos,Кряква,Aves,6930
59428588,bdffa5e5-6055-431d-a204-bd1bb52e41a1,2020/09/01 4:25 PM CEST,2020-09-01,2020-09-01 14:25:00 UTC,Vienna,827504,gernotkunz,"",2020-09-13 10:47:09 UTC,2025-06-20 15:58:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59428588,https://static.inaturalist.org/photos/94957480/medium.jpg,,"",,3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
61130452,a118e9e3-2ab0-48a7-bf64-4fb726c50725,Sun Sep 27 2020 10:23:05 GMT+0200 (GMT+2),2020-09-27,2020-09-27 08:23:05 UTC,Africa/Johannesburg,842312,chrisvanbladel,"",2020-09-28 18:58:09 UTC,2020-09-28 20:25:33 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/61130452,https://inaturalist-open-data.s3.amazonaws.com/photos/97791227/medium.jpg,,"",,1,0,false,3,Pato-real,Anas platyrhynchos,Кряква,Aves,6930
61804205,d5412ecc-a38d-4cbb-bd1b-a7c85729e183,2009/07/08,2009-07-08,,Paris,3681584,linnes_nightmare,Linné's Nightmare,2020-10-05 19:49:41 UTC,2025-06-20 15:54:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61804205,https://static.inaturalist.org/photos/98941983/medium.jpg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
62027999,55e3f44a-d090-465b-917e-36eb172d0786,2020-10-08 4:13:58 PM GMT+02:00,2020-10-08,2020-10-08 14:13:58 UTC,Africa/Johannesburg,3709655,jessica_k,"",2020-10-08 14:16:57 UTC,2025-06-20 16:01:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62027999,https://inaturalist-open-data.s3.amazonaws.com/photos/99330587/medium.jpeg,,"",,2,0,false,2,Germano reale,Anas platyrhynchos,Кряква,Aves,6930
63243533,9c2cd1ab-ca53-4560-9886-359aa958cf40,2020/10/22 12:23 PM BST,2020-10-22,2020-10-22 11:23:00 UTC,Edinburgh,3352499,trevorsheffield,Trevor Marshall,2020-10-22 14:42:34 UTC,2020-10-22 19:49:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63243533,https://inaturalist-open-data.s3.amazonaws.com/photos/101467420/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
63576277,9fe88703-291c-4837-a753-141de49ea217,2018/04/29,2018-04-29,,Paris,3681584,linnes_nightmare,Linné's Nightmare,2020-10-26 16:25:57 UTC,2025-06-20 16:11:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63576277,https://static.inaturalist.org/photos/226161289/medium.jpg,,"","",2,0,false,,Anas platyrhynchos,Anas platyrhynchos,Кряква,Aves,6930
63774446,7c380dc1-1162-4143-8ef0-1aebda81a43c,2011/05/12,2011-05-12,,Paris,3681584,linnes_nightmare,Linné's Nightmare,2020-10-29 18:01:56 UTC,2025-06-20 16:10:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63774446,https://static.inaturalist.org/photos/254907875/medium.jpg,,"",,3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
63861533,3ec98bf1-86cd-4563-b9d3-7db2ea475f73,2020/06/13 8:09 PM CEST,2020-06-13,2020-06-13 18:09:00 UTC,Paris,3233792,rober025,"",2020-10-31 03:19:55 UTC,2021-04-29 06:09:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63861533,https://static.inaturalist.org/photos/102567972/medium.jpeg,,Lannewee,"",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
63926937,a30cf9d1-cd14-4faf-ac69-126cd8279168,2020-10-25 1:56:00 PM GMT+01:00,2020-10-25,2020-10-25 12:56:00 UTC,Amsterdam,3773045,speckmaus,"",2020-11-01 00:36:24 UTC,2025-06-20 16:09:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63926937,https://inaturalist-open-data.s3.amazonaws.com/photos/102683232/medium.jpeg,,"",Entenvögel (Anatidae),4,0,false,2,Mallard,Anas platyrhynchos,Кряква,Aves,6930
64068586,bb809bd8-1f2e-4374-9725-71777f0c1aa7,2020/11/02 5:35 PM CET,2020-11-02,2020-11-02 16:35:00 UTC,Paris,3233792,rober025,"",2020-11-02 22:55:41 UTC,2021-04-29 06:09:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/64068586,https://static.inaturalist.org/photos/102938833/medium.jpeg,,"Haff Remich, Aves","",3,0,false,,Sinisorsa,Anas platyrhynchos,Кряква,Aves,6930
64922820,a0448f26-72a1-44ed-b450-6f01f1694956,2020/11/14 12:00 PM HST,2020-11-14,2020-11-14 22:00:00 UTC,Hawaii,1959201,merl,Kevin Merl,2020-11-15 10:07:48 UTC,2025-06-20 16:06:41 UTC,research,CC0,https://www.inaturalist.org/observations/64922820,https://inaturalist-open-data.s3.amazonaws.com/photos/104453137/medium.jpeg,,"","",2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
65009406,d03b8fcd-6555-4629-8aa2-6f215f476814,2020-11-16 11:50:31 AM GMT+01:00,2020-11-16,2020-11-16 10:50:31 UTC,Amsterdam,3290749,lugerjosef,Luger Josef,2020-11-16 11:51:43 UTC,2025-06-20 16:16:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65009406,https://static.inaturalist.org/photos/104599137/medium.jpeg,,"",,2,0,false,2,Mallard,Anas platyrhynchos,Кряква,Aves,6930
65460972,6bd83525-0987-4a8e-9954-33875011df27,2020/11/22 11:18 AM CET,2020-11-22,2020-11-22 10:18:00 UTC,Madrid,3643504,euqirneto,"",2020-11-23 07:01:17 UTC,2025-01-01 02:27:30 UTC,research,CC0,https://www.inaturalist.org/observations/65460972,https://inaturalist-open-data.s3.amazonaws.com/photos/105367306/medium.jpg,,"",There's always a huge flock of /Anas platyrhynchos/ here. This single male individual has always stood out from the rest due to its lack of colour. It has also a yellow ring on one of its feet.,4,0,false,,Ánade real,Anas platyrhynchos,Кряква,Aves,6930
66242716,094d9a8e-2020-446b-ba28-148a7bb1bcd9,2020/12/04 2:49 PM CET,2020-12-04,2020-12-04 13:49:00 UTC,Berlin,999066,alexis_orion,Alexis Tinker-Tsavalas,2020-12-07 09:27:23 UTC,2020-12-11 18:49:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/66242716,https://inaturalist-open-data.s3.amazonaws.com/photos/106741743/medium.jpeg,,"",,5,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
66251385,e2e60d23-27a2-417c-aa00-7a288d3ec91f,Fri Dec 07 2018 12:52:36 GMT+0000 (GMT),2018-12-07,2018-12-07 12:52:36 UTC,UTC,3171509,alice-j13,Alice Johnston,2020-12-07 15:59:50 UTC,2020-12-08 08:05:19 UTC,research,,https://www.inaturalist.org/observations/66251385,https://static.inaturalist.org/photos/106759038/medium.jpg,,"","",3,0,false,3,Mallard,Anas platyrhynchos,Кряква,Aves,6930
66371783,265a9d44-83fe-4071-9e15-e22900a424b2,2006/10/29 6:52 AM CET,2006-10-29,2006-10-29 05:52:00 UTC,Paris,3078378,paulsch,paulsch,2020-12-10 12:36:46 UTC,2025-06-20 16:13:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66371783,https://static.inaturalist.org/photos/106981929/medium.jpg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
66373970,fc922617-4fb8-4c4d-93f3-e9ab7da960f2,Wed Dec 09 2020 13:34:01 GMT+0100 (GMT+1),2020-12-09,2020-12-09 12:34:01 UTC,Amsterdam,3887829,samy_hadouche,Imane Elotmani,2020-12-10 14:16:32 UTC,2024-10-01 08:38:50 UTC,research,,https://www.inaturalist.org/observations/66373970,https://static.inaturalist.org/photos/106986467/medium.jpg,,"","",4,0,false,3,Mallard,Anas platyrhynchos,Кряква,Aves,6930
66468101,76b0370c-7715-4956-9b89-bf4b402750af,2020/12/04 11:00 AM CET,2020-12-04,2020-12-04 10:00:00 UTC,Berlin,32124,martingrimm,Martin Grimm,2020-12-12 15:49:17 UTC,2025-09-24 20:14:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66468101,https://inaturalist-open-data.s3.amazonaws.com/photos/107156610/medium.jpg,,"",,3,1,false,,Stockente,Anas platyrhynchos,Кряква,Aves,6930
66870581,3dcdb5b5-7acb-4156-946c-ad94f1d2e13f,2020/12/20 12:51 PM CET,2020-12-20,2020-12-20 11:51:00 UTC,Paris,2562698,unus,"",2020-12-21 09:59:44 UTC,2020-12-22 18:20:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66870581,https://inaturalist-open-data.s3.amazonaws.com/photos/107899841/medium.jpg,,"",,2,0,false,,Stockente,Anas platyrhynchos,Кряква,Aves,6930
67211380,3bee3456-2965-4cc3-a202-908582aac643,2020/12/28 1:55 PM UTC,2020-12-28,2020-12-28 13:55:00 UTC,UTC,922357,lioneska,Lioneska,2020-12-28 21:06:03 UTC,2021-01-05 07:29:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67211380,https://inaturalist-open-data.s3.amazonaws.com/photos/108520755/medium.jpg,,"Jesenice, animal, bird, black, blue, brown, december, dog, field, green, grey, lake, orange, overcast, sky, tree, water, white, winter",,1,0,false,,Lavanco,Anas platyrhynchos,Кряква,Aves,6930
67417263,86491493-5b57-4e20-bf5b-4689c89c7679,2020/12/26 3:46 PM CET,2020-12-26,2020-12-26 14:46:00 UTC,Amsterdam,3433377,ceacea,Cea,2021-01-01 20:49:38 UTC,2024-10-19 14:02:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67417263,https://static.inaturalist.org/photos/108919003/medium.jpeg,,feather,,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
67821710,a9c2983d-4d60-4867-9153-2a6be4b754d0,2017/04/17 11:01 AM BST,2017-04-17,2017-04-17 10:01:00 UTC,Edinburgh,3929132,francescook,Frances Cook,2021-01-09 23:28:30 UTC,2021-01-10 18:01:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67821710,https://inaturalist-open-data.s3.amazonaws.com/photos/109676309/medium.jpg,,"",,3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
67959988,5bcf65d3-be24-419f-9f64-fb7b604b1087,2021/01/12 4:08 PM CET,2021-01-12,2021-01-12 15:08:00 UTC,Paris,3839792,jaom,Jose-Antonio Ortiz-Marzo,2021-01-12 15:27:48 UTC,2021-01-15 15:23:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67959988,https://inaturalist-open-data.s3.amazonaws.com/photos/109933841/medium.jpg,,"",,3,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
68857197,963ccdfe-ead7-4f42-9294-7c75096301be,2021-01-20 2:58:46 PM GMT+01:00,2021-01-20,2021-01-20 13:58:46 UTC,Amsterdam,3878141,georg_,Georg,2021-01-31 12:43:59 UTC,2021-01-31 14:33:10 UTC,research,,https://www.inaturalist.org/observations/68857197,https://static.inaturalist.org/photos/111598710/medium.jpeg,,"",,1,0,false,2,Canard colvert,Anas platyrhynchos,Кряква,Aves,6930
69465609,b415d956-acfb-427f-838f-b0362050c2f5,2021/02/12 1:19 PM UTC,2021-02-12,2021-02-12 13:19:00 UTC,UTC,3448449,milodrozdek,Miloš Drozdek,2021-02-12 18:42:39 UTC,2021-02-15 21:59:07 UTC,research,,https://www.inaturalist.org/observations/69465609,https://static.inaturalist.org/photos/112715066/medium.jpg,,"",,2,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
69684475,2f39a7e5-e5c6-47b7-b284-1c4e2ad5d018,Tue Feb 16 2021 15:49:49 GMT+0000 (GMT),2021-02-16,2021-02-16 15:49:49 UTC,Europe/London,1790012,sbushes,Sam R,2021-02-16 20:18:41 UTC,2024-10-19 13:54:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69684475,https://inaturalist-open-data.s3.amazonaws.com/photos/113123669/medium.jpg,,"","",2,0,false,3,Mallard,Anas platyrhynchos,Кряква,Aves,6930
69714968,6a767bbf-b821-45a4-9805-1924de5b16db,2021-02-17 11:14:04 AM GMT+01:00,2021-02-17,2021-02-17 11:14:04 UTC,UTC,3959956,aitanabega,,2021-02-17 11:49:49 UTC,2021-09-03 18:33:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69714968,https://inaturalist-open-data.s3.amazonaws.com/photos/113181496/medium.jpeg,,"",,1,0,false,2,Pato norteño,Anas platyrhynchos,Кряква,Aves,6930
69998019,62f0d9ba-f984-4201-a91e-fa89f640cfc7,2021-02-22 12:04:15 PM GMT+01:00,2021-02-22,2021-02-22 11:04:15 UTC,Amsterdam,2778943,vlastimil-lata,Vlastimil Lata,2021-02-22 18:50:17 UTC,2021-02-24 00:04:21 UTC,research,,https://www.inaturalist.org/observations/69998019,https://static.inaturalist.org/photos/113709280/medium.jpeg,,"",,2,0,false,2,Mallard,Anas platyrhynchos,Кряква,Aves,6930
70088162,1ee36bc6-f6dc-4274-8749-2e746e69705c,2021-02-24 12:42:19 PM GMT+01:00,2021-02-24,2021-02-24 11:42:19 UTC,Amsterdam,3841483,robinia396,Magdalena Nogaj,2021-02-24 14:30:08 UTC,2021-02-25 07:34:39 UTC,research,,https://www.inaturalist.org/observations/70088162,https://static.inaturalist.org/photos/113875787/medium.jpeg,,"",,4,0,false,2,Mallard,Anas platyrhynchos,Кряква,Aves,6930
70098525,0971554b-b7b9-465f-866c-9465a291ae2c,2021-02-24 1:07:59 PM GMT+01:00,2021-02-24,2021-02-24 12:07:59 UTC,Amsterdam,3841483,robinia396,Magdalena Nogaj,2021-02-24 18:03:30 UTC,2021-02-25 07:33:57 UTC,research,,https://www.inaturalist.org/observations/70098525,https://static.inaturalist.org/photos/113893582/medium.jpeg,,"",,2,0,false,2,Mallard,Anas platyrhynchos,Кряква,Aves,6930
70268878,80090555-4fac-4d91-8498-a0187afd1896,Sat Feb 27 2021 10:29:29 GMT+0000 (GMT),2021-02-27,2021-02-27 10:29:29 UTC,UTC,3604028,oldfordbaz,"",2021-02-27 19:25:36 UTC,2021-02-28 22:27:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70268878,https://inaturalist-open-data.s3.amazonaws.com/photos/114198280/medium.jpg,,"","",2,0,false,3,Stockente,Anas platyrhynchos,Кряква,Aves,6930
70314612,87e86d12-0ad7-4462-949f-f66004a0bdd0,2020/07/17 6:09 PM CEST,2020-07-17,2020-07-17 16:09:00 UTC,Warsaw,742419,grzegorz_grzejszczak,Grzegorz Grzejszczak,2021-02-28 12:29:10 UTC,2022-09-24 18:32:40 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/70314612,https://inaturalist-open-data.s3.amazonaws.com/photos/114282291/medium.jpeg,,"","",1,0,false,,Mallard,Anas platyrhynchos,Кряква,Aves,6930
